ダウンロードした時刻：2022/02/23 22:14:11

,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川
2008/4/6,4.0,8,1,0.0,8,1,7.7,8,1,,0,1,,0,1,,0,1,6.0,8,2,0.5,0,8,1,7.9,0,8,2,70,8,2,18.4,8,1,999.9,8,1
2008/4/7,4.1,8,1,0.0,8,1,10.6,8,1,,0,1,,0,1,,0,1,6.5,8,2,0,1,8,1,9.1,0,8,2,64,8,2,18.9,8,1,1000.9,8,1
2009/3/15,0.1,8,1,0.0,8,1,0.5,8,2,,0,1,,0,1,,0,1,-1.0,8,2,6.0,0,8,1,0.5,0,8,2,79,8,2,10.57,8,1,984.0,8,1
2009/3/16,2.1,8,1,0.0,8,1,5.4,8,2,,0,1,,0,1,,0,1,1.8,8,2,0.0,0,8,1,1.9,0,8,2,72,8,2,12.04,8,1,990.0,8,1
2009/3/17,-0.3,8,1,0.0,8,1,7.6,8,2,,0,1,,0,1,,0,1,0.3,8,2,0.0,0,8,1,3.3,0,8,2,86,8,2,12.91,8,1,994.9,8,1
2009/3/18,1.1,8,1,2.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,2.1,8,2,0.0,0,8,1,0.0,0,8,2,76,8,2,7.07,8,1,996.1,8,1
2009/3/19,1.9,8,1,7.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,3.5,8,2,4.5,0,8,1,0.0,0,8,2,88,8,2,2.69,8,1,990.2,8,1
2009/3/20,-1.4,8,1,0.0,8,1,8.7,8,2,,0,1,,0,1,,0,1,0.7,8,2,0.5,0,8,1,3.4,0,8,2,74,8,2,11.61,8,1,991.6,8,1
2009/3/21,-1.6,8,1,0.0,8,1,3.1,8,2,,0,1,,0,1,,0,1,-1.9,8,2,0.5,0,8,1,7.2,0,8,2,59,8,2,17.04,8,1,997.1,8,1
2009/3/22,1.7,8,1,5.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,2.1,8,2,3.0,0,8,1,0.4,0,8,2,65,8,2,7.46,8,1,985.9,8,1
2009/3/23,0.1,8,1,7.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,0.0,8,2,8.0,0,8,1,0.0,0,8,2,82,8,2,8.15,8,1,981.1,8,1
2009/3/24,-3.6,8,1,2.0,8,1,1.7,8,2,,0,1,,0,1,,0,1,-3.5,8,2,3.5,0,8,1,1.7,0,8,2,76,8,2,11.58,8,1,992.1,8,1
2009/3/25,-1.9,8,1,0.5,8,1,4.7,8,2,,0,1,,0,1,,0,1,-1.6,8,2,0.0,0,8,1,9.7,0,8,2,50,8,2,19.32,8,1,996.7,8,1
2009/3/26,-0.5,8,1,0.0,8,1,0.3,8,2,,0,1,,0,1,,0,1,0.0,8,2,0.5,0,8,1,4.9,0,8,2,70,8,2,16.41,8,1,988.1,8,1
2009/3/27,-0.3,8,1,2.0,8,1,2.6,8,2,,0,1,,0,1,,0,1,-0.6,8,2,2.5,0,8,1,5.2,0,8,2,72,8,2,14.24,8,1,991.3,8,1
2009/3/28,-0.9,8,1,1.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,-1.7,8,2,0.5,0,8,1,1.0,0,8,2,79,8,2,11.95,8,1,997.2,8,1
2009/3/29,0.3,8,1,1.5,8,1,0.8,8,2,,0,1,,0,1,,0,1,1.5,8,2,0,1,8,1,11.4,0,8,2,64,8,2,21.44,8,1,1005.1,8,1
2009/3/30,0.6,8,1,0.0,8,1,6.1,8,2,,0,1,,0,1,,0,1,1.1,8,2,1.0,0,8,1,3.1,0,8,2,78,8,2,14.17,8,1,1007.8,8,1
2009/3/31,-0.3,8,1,0.0,8,1,2.9,8,2,,0,1,,0,1,,0,1,0.9,8,2,2.0,0,8,1,0.4,0,8,2,77,8,2,9.91,8,1,1003.4,8,1
2009/4/1,-2.0,8,1,0.0,8,1,7.7,8,2,,0,1,,0,1,,0,1,1.0,8,2,0.0,0,8,1,3.4,0,8,2,69,8,2,15.67,8,1,999.8,8,1
2009/4/2,-1.1,8,1,0.0,8,1,11.6,8,2,,0,1,,0,1,,0,1,1.8,8,2,0,1,8,1,11.2,0,8,2,69,8,2,22.21,8,1,997.3,8,1
2009/4/3,0.7,8,1,0.0,8,1,9.6,8,2,,0,1,,0,1,,0,1,3.5,8,2,0,1,8,1,11.3,0,8,2,66,8,2,22.22,8,1,999.6,8,1
2009/4/4,2.7,8,1,0.0,8,1,8.2,8,2,,0,1,,0,1,,0,1,4.7,8,2,0,1,8,1,8.2,0,8,2,61,8,2,18.24,8,1,998.5,8,1
2009/4/5,4.6,8,1,2.5,8,1,4.0,8,2,,0,1,,0,1,,0,1,4.8,8,2,0.5,0,8,1,4.7,0,8,2,64,8,2,10.43,8,1,988.1,8,1
2009/4/6,2.0,8,1,0.5,8,1,3.8,8,2,,0,1,,0,1,,0,1,2.9,8,2,5.0,0,8,1,3.6,0,8,2,64,8,2,13.35,8,1,988.1,8,1
2009/4/7,0.3,8,1,0.0,8,1,8.3,8,2,,0,1,,0,1,,0,1,1.2,8,2,0,1,8,1,9.2,0,8,2,62,8,2,19.85,8,1,997.6,8,1
2010/3/15,-1.3,8,1,3.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,-3.4,8,2,6.0,0,8,1,0.0,0,8,2,83,8,2,6.87,8,1,1001.2,8,1
2010/3/16,0.4,8,1,2.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,0.7,8,2,3.5,0,8,1,0.5,0,8,2,84,8,2,5.94,8,1,979.8,8,1
2010/3/17,-4.3,8,1,4.0,8,1,1.8,8,2,,0,1,,0,1,,0,1,-3.9,8,2,10.0,0,8,1,3.1,0,8,2,76,8,2,13.51,8,1,991.6,8,1
2010/3/18,-2.7,8,1,0.5,8,1,2.4,8,2,,0,1,,0,1,,0,1,-3.3,8,2,2.0,0,8,1,0.5,0,8,2,77,8,2,8.93,8,1,994.4,8,1
2010/3/19,0.7,8,1,3.5,8,1,4.4,8,2,,0,1,,0,1,,0,1,-0.1,8,2,1.0,0,8,1,3.0,0,8,2,66,8,2,13.41,8,1,991.3,8,1
2010/3/20,1.1,8,1,7.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,2.0,8,2,10.0,0,8,1,1.6,0,8,2,82,8,2,10.94,8,1,986.3,8,1
2010/3/21,0.4,8,1,15.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,1.3,8,2,11.5,0,8,1,1.5,0,8,2,80,8,2,9.77,8,1,965.9,8,1
2010/3/22,-3.0,8,1,0.5,8,1,4.1,8,2,,0,1,,0,1,,0,1,-3.5,8,2,11.5,0,8,1,1.7,0,8,2,78,8,2,9.69,8,1,988.9,8,1
2010/3/23,-3.0,8,1,0.0,8,1,4.4,8,2,,0,1,,0,1,,0,1,-2.5,8,2,3.0,0,8,1,0.0,0,8,2,82,8,2,7.94,8,1,994.8,8,1
2010/3/24,-0.9,8,1,0.0,8,1,4.2,8,2,,0,1,,0,1,,0,1,-0.9,8,2,0.0,0,8,1,8.6,0,8,2,62,8,2,20.76,8,1,1001.3,8,1
2010/3/25,0.0,8,1,1.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,-0.6,8,2,1.5,0,8,1,0.0,0,8,2,75,8,2,7.23,8,1,994.7,8,1
2010/3/26,-3.8,8,1,1.5,8,1,4.0,8,2,,0,1,,0,1,,0,1,-3.3,8,2,4.0,0,8,1,3.9,0,8,2,72,8,2,13.22,8,1,991.7,8,1
2010/3/27,-5.5,8,1,0.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,-4.2,8,2,5.0,0,8,1,2.9,0,8,2,71,8,2,13.42,8,1,999.4,8,1
2010/3/28,-6.0,8,1,1.5,8,1,3.8,8,2,,0,1,,0,1,,0,1,-4.5,8,2,3.0,0,8,1,5.4,0,8,2,68,8,2,16.76,8,1,1005.0,8,1
2010/3/29,-6.7,8,1,0.0,8,1,11.4,8,2,,0,1,,0,1,,0,1,-4.0,8,2,0.5,0,8,1,9.3,0,8,2,64,8,2,21.04,8,1,1003.4,8,1
2010/3/30,-2.8,8,1,0.0,8,1,9.4,8,2,,0,1,,0,1,,0,1,-2.8,8,2,0.0,0,8,1,8.4,0,8,2,64,8,2,20.27,8,1,1006.0,8,1
2010/3/31,3.4,8,1,13.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,2.9,8,2,0.5,0,8,1,0.0,0,8,2,67,8,2,6.22,8,1,1000.7,8,1
2010/4/1,5.6,8,1,2.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,5.6,8,2,1.0,0,8,1,0.0,0,8,2,78,8,2,5.44,8,1,989.6,8,1
2010/4/2,3.3,8,1,0.5,8,1,5.2,8,2,,0,1,,0,1,,0,1,2.9,8,2,2.5,0,8,1,6.0,0,8,2,66,8,2,17.86,8,1,984.3,8,1
2010/4/3,1.2,8,1,0.5,8,1,2.2,8,2,,0,1,,0,1,,0,1,0.7,8,2,3.5,0,8,1,6.0,0,8,2,76,8,2,15.97,8,1,995.6,8,1
2010/4/4,2.6,8,1,0.0,8,1,8.9,8,2,,0,1,,0,1,,0,1,3.0,8,2,1.5,0,8,1,9.4,0,8,2,58,8,2,19.30,8,1,1004.5,8,1
2010/4/5,3.2,8,1,1.0,8,1,1.8,8,2,,0,1,,0,1,,0,1,5.0,8,2,0,1,8,1,0.0,0,8,2,58,8,2,6.60,8,1,1000.5,8,1
2010/4/6,0.8,8,1,0.0,8,1,0.6,8,2,,0,1,,0,1,,0,1,1.7,8,2,7.5,0,8,1,2.0,0,8,2,84,8,2,10.54,8,1,995.4,8,1
2010/4/7,-1.1,8,1,0.0,8,1,0.5,8,2,,0,1,,0,1,,0,1,0.2,8,2,4.0,0,8,1,8.6,0,8,2,71,8,2,21.15,8,1,998.6,8,1
2011/3/15,-4.6,8,1,1.5,8,1,1.6,8,2,,0,1,,0,1,,0,1,-2.4,8,2,0.5,0,8,1,3.3,0,8,2,75,8,2,12.22,8,1,993.8,8,1
2011/3/16,-5.5,8,1,1.0,8,1,0.8,8,2,,0,1,,0,1,,0,1,-3.4,8,2,0.5,0,8,1,5.0,0,8,2,74,8,2,13.42,8,1,985.7,8,1
2011/3/17,-8.9,8,1,0.0,8,1,7.5,8,2,,0,1,,0,1,,0,1,-5.6,8,2,0.0,0,8,1,7.6,0,8,2,67,8,2,16.64,8,1,991.1,8,1
2011/3/18,-3.0,8,1,0.0,8,1,3.7,8,2,,0,1,,0,1,,0,1,-2.7,8,2,0.5,0,8,1,4.7,0,8,2,70,8,2,14.78,8,1,999.0,8,1
2011/3/19,4.1,8,1,0.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,2.7,8,2,0.5,0,8,1,0.6,0,8,2,64,8,2,8.07,8,1,988.8,8,1
2011/3/20,2.8,8,1,0.0,8,1,7.4,8,2,,0,1,,0,1,,0,1,2.7,8,2,0.0,0,8,1,6.6,0,8,2,46,8,2,16.31,8,1,993.5,8,1
2011/3/21,-0.7,8,1,0.0,8,1,1.1,8,2,,0,1,,0,1,,0,1,-0.6,8,2,0.5,0,8,1,3.3,0,8,2,64,8,2,12.51,8,1,992.7,8,1
2011/3/22,-3.1,8,1,3.0,8,1,2.2,8,2,,0,1,,0,1,,0,1,-3.1,8,2,1.0,0,8,1,5.5,0,8,2,73,8,2,15.24,8,1,995.0,8,1
2011/3/23,-4.5,8,1,1.0,8,1,6.0,8,2,,0,1,,0,1,,0,1,-3.3,8,2,0.5,0,8,1,5.3,0,8,2,77,8,2,14.41,8,1,997.5,8,1
2011/3/24,-5.0,8,1,0.0,8,1,11.5,8,2,,0,1,,0,1,,0,1,-3.6,8,2,0.0,0,8,1,11.6,0,8,2,62,8,2,20.76,8,1,1000.0,8,1
2011/3/25,-3.9,8,1,1.5,8,1,4.4,8,2,,0,1,,0,1,,0,1,-2.3,8,2,0.0,0,8,1,6.3,0,8,2,71,8,2,12.83,8,1,1000.3,8,1
2011/3/26,-3.7,8,1,0.0,8,1,11.3,8,2,,0,1,,0,1,,0,1,-0.8,8,2,0.0,0,8,1,5.8,0,8,2,73,8,2,16.15,8,1,999.6,8,1
2011/3/27,-4.9,8,1,0.5,8,1,5.8,8,2,,0,1,,0,1,,0,1,-2.4,8,2,0.5,0,8,1,8.7,0,8,2,73,8,2,19.06,8,1,1003.1,8,1
2011/3/28,0.8,8,1,0.0,8,1,9.2,8,2,,0,1,,0,1,,0,1,0.6,8,2,0.0,0,8,1,6.5,0,8,2,62,8,2,16.45,8,1,1001.4,8,1
2011/3/29,3.6,8,1,0.0,8,1,10.7,8,2,,0,1,,0,1,,0,1,3.0,8,2,0,1,8,1,9.7,0,8,2,57,8,2,18.27,8,1,997.7,8,1
2011/3/30,1.4,8,1,0.0,8,1,3.2,8,2,,0,1,,0,1,,0,1,2.3,8,2,0,1,8,1,11.4,0,8,2,64,8,2,19.73,8,1,998.1,8,1
2011/3/31,1.4,8,1,0.0,8,1,10.5,8,2,,0,1,,0,1,,0,1,3.4,8,2,0,1,8,1,11.6,0,8,2,64,8,2,20.60,8,1,1000.1,8,1
2011/4/1,4.5,8,1,4.0,8,1,8.1,8,2,,0,1,,0,1,,0,1,4.3,8,2,0.5,0,8,1,8.6,0,8,2,68,8,2,19.74,8,1,997.0,8,1
2011/4/2,0.3,8,1,3.0,8,1,1.1,8,2,,0,1,,0,1,,0,1,-0.6,8,2,10.0,0,8,1,2.4,0,8,2,84,8,2,12.84,8,1,988.9,8,1
2011/4/3,-2.7,8,1,0.0,8,1,0.5,8,2,,0,1,,0,1,,0,1,-1.0,8,2,1.5,0,8,1,1.5,0,8,2,70,8,2,12.12,8,1,996.1,8,1
2011/4/4,-2.2,8,1,0.0,8,1,7.9,8,2,,0,1,,0,1,,0,1,-1.9,8,2,0.0,0,8,1,8.1,0,8,2,60,8,2,19.22,8,1,1002.8,8,1
2011/4/5,4.5,8,1,0.0,8,1,11.8,8,2,,0,1,,0,1,,0,1,3.5,8,2,0,1,8,1,12.1,0,8,2,61,8,2,21.55,8,1,1001.7,8,1
2011/4/6,6.1,8,1,0.0,8,1,11.7,8,2,,0,1,,0,1,,0,1,6.5,8,2,0,1,8,1,11.8,0,8,2,53,8,2,21.76,8,1,1001.8,8,1
2011/4/7,9.4,8,1,0.0,8,1,8.9,8,2,,0,1,,0,1,,0,1,7.7,8,2,0.0,0,8,1,4.0,0,8,2,57,8,2,14.18,8,1,998.1,8,1
2012/3/15,-2.8,8,1,4.0,8,1,1.9,8,2,,0,1,,0,1,,0,1,-1.9,8,2,1.0,0,8,1,2.5,0,8,2,80,8,2,9.43,8,1,1000.0,8,1
2012/3/16,-4.1,8,1,0.0,8,1,8.3,8,2,,0,1,,0,1,,0,1,-2.7,8,2,0.0,0,8,1,8.2,0,8,2,66,8,2,17.64,8,1,1007.2,8,1
2012/3/17,2.4,8,1,0.5,8,1,3.9,8,2,,0,1,,0,1,,0,1,1.4,8,2,0.0,0,8,1,2.0,0,8,2,69,8,2,11.32,8,1,996.7,8,1
2012/3/18,-4.6,8,1,0.0,8,1,3.5,8,2,,0,1,,0,1,,0,1,-1.6,8,2,0.0,0,8,1,0.2,0,8,2,78,8,2,5.68,8,1,990.9,8,1
2012/3/19,-8.1,8,1,1.0,8,1,1.3,8,2,,0,1,,0,1,,0,1,-7.4,8,2,7.5,0,8,1,0.8,0,8,2,76,8,2,9.24,8,1,986.6,8,1
2012/3/20,-5.6,8,1,0.0,8,1,0.5,8,2,,0,1,,0,1,,0,1,-6.0,8,2,6.5,0,8,1,0.7,0,8,2,78,8,2,11.03,8,1,985.1,8,1
2012/3/21,-3.2,8,1,0.5,8,1,3.8,8,2,,0,1,,0,1,,0,1,-3.7,8,2,0.5,0,8,1,3.9,0,8,2,72,8,2,13.92,8,1,988.3,8,1
2012/3/22,0.1,8,1,0.0,8,1,7.5,8,2,,0,1,,0,1,,0,1,-0.8,8,2,1.0,0,8,1,2.7,0,8,2,73,8,2,11.47,8,1,991.1,8,1
2012/3/23,-2.6,8,1,0.0,8,1,5.4,8,2,,0,1,,0,1,,0,1,-0.3,8,2,1.0,0,8,1,6.5,0,8,2,70,8,2,17.35,8,1,995.1,8,1
2012/3/24,-3.4,8,1,0.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,-2.2,8,2,0.5,0,8,1,0.0,0,8,2,70,8,2,7.00,8,1,984.2,8,1
2012/3/25,-3.4,8,1,0.0,8,1,6.7,8,2,,0,1,,0,1,,0,1,-2.5,8,2,2.0,0,8,1,0.0,0,8,2,76,8,2,11.28,8,1,986.5,8,1
2012/3/26,-4.8,8,1,3.5,8,1,0.8,8,2,,0,1,,0,1,,0,1,-3.4,8,2,2.5,0,8,1,1.5,0,8,2,78,8,2,10.74,8,1,990.2,8,1
2012/3/27,-3.4,8,1,0.0,8,1,6.7,8,2,,0,1,,0,1,,0,1,-3.1,8,2,1.5,0,8,1,7.4,0,8,2,72,8,2,18.30,8,1,997.1,8,1
2012/3/28,-4.4,8,1,0.0,8,1,11.7,8,2,,0,1,,0,1,,0,1,-3.5,8,2,0,1,8,1,11.6,0,8,2,59,8,2,21.38,8,1,1000.5,8,1
2012/3/29,3.9,8,1,0.0,8,1,3.8,8,2,,0,1,,0,1,,0,1,2.1,8,2,0,1,8,1,10.3,0,8,2,57,8,2,19.41,8,1,998.5,8,1
2012/3/30,6.5,8,1,0.5,8,1,4.3,8,2,,0,1,,0,1,,0,1,8.3,8,2,0.0,0,8,1,2.9,0,8,2,58,8,2,11.81,8,1,989.0,8,1
2012/3/31,-0.8,8,1,0.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,0.7,8,2,6.5,0,8,1,0.0,0,8,2,86,8,2,4.86,8,1,985.1,8,1
2012/4/1,-5.2,8,1,0.0,8,1,7.5,8,2,,0,1,,0,1,,0,1,-2.8,8,2,4.0,0,8,1,6.0,0,8,2,73,8,2,19.91,8,1,992.8,8,1
2012/4/2,-4.0,8,1,1.0,8,1,4.6,8,2,,0,1,,0,1,,0,1,-3.6,8,2,2.5,0,8,1,3.7,0,8,2,77,8,2,14.39,8,1,1002.9,8,1
2012/4/3,-1.1,8,1,10.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,-2.1,8,2,8.5,0,8,1,0.0,0,8,2,85,8,2,5.55,8,1,989.2,8,1
2012/4/4,-2.0,8,1,4.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,-1.3,8,2,13.0,0,8,1,0.1,0,8,2,87,8,2,8.65,8,1,963.1,8,1
2012/4/5,-0.9,8,1,0.0,8,1,3.2,8,2,,0,1,,0,1,,0,1,-1.0,8,2,2.5,0,8,1,6.4,0,8,2,64,8,2,20.15,8,1,980.2,8,1
2012/4/6,-1.8,8,1,0.0,8,1,3.9,8,2,,0,1,,0,1,,0,1,-1.1,8,2,0.0,0,8,1,3.0,0,8,2,68,8,2,12.58,8,1,985.7,8,1
2012/4/7,-3.2,8,1,0.0,8,1,5.7,8,2,,0,1,,0,1,,0,1,-2.1,8,2,0.0,0,8,1,6.0,0,8,2,72,8,2,18.08,8,1,992.6,8,1
2013/3/15,0.8,8,1,5.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,-0.7,8,2,0.5,0,8,1,3.6,0,8,2,71,8,2,12.91,8,1,998.5,8,1
2013/3/16,-4.2,8,1,0.0,8,1,0.8,8,2,,0,1,,0,1,,0,1,-2.1,8,2,6.5,0,8,1,0.1,0,8,2,84,8,2,6.05,8,1,992.9,8,1
2013/3/17,-0.3,8,1,1.0,8,1,1.8,8,2,,0,1,,0,1,,0,1,-1.3,8,2,1.5,0,8,1,2.6,0,8,2,69,8,2,11.21,8,1,996.3,8,1
2013/3/18,4.6,8,1,0.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,4.5,8,2,1.5,0,8,1,0.0,0,8,2,71,8,2,5.11,8,1,987.4,8,1
2013/3/19,0.7,8,1,2.5,8,1,1.6,8,2,,0,1,,0,1,,0,1,1.6,8,2,5.0,0,8,1,5.5,0,8,2,71,8,2,15.08,8,1,986.6,8,1
2013/3/20,-3.0,8,1,1.0,8,1,0.2,8,2,,0,1,,0,1,,0,1,-1.4,8,2,5.5,0,8,1,1.0,0,8,2,78,8,2,8.44,8,1,988.1,8,1
2013/3/21,-5.2,8,1,0.5,8,1,2.0,8,2,,0,1,,0,1,,0,1,-5.9,8,2,6.0,0,8,1,0.7,0,8,2,80,8,2,10.71,8,1,984.5,8,1
2013/3/22,-0.5,8,1,5.5,8,1,0.4,8,2,,0,1,,0,1,,0,1,-0.9,8,2,2.5,0,8,1,3.7,0,8,2,71,8,2,13.89,8,1,987.3,8,1
2013/3/23,-2.8,8,1,0.0,8,1,2.6,8,2,,0,1,,0,1,,0,1,-3.6,8,2,2.5,0,8,1,4.0,0,8,2,72,8,2,13.28,8,1,990.0,8,1
2013/3/24,-1.8,8,1,0.0,8,1,2.8,8,2,,0,1,,0,1,,0,1,-3.2,8,2,0.0,0,8,1,2.5,0,8,2,75,8,2,12.43,8,1,994.7,8,1
2013/3/25,-4.3,8,1,0.0,8,1,7.0,8,2,,0,1,,0,1,,0,1,-4.0,8,2,0.0,0,8,1,8.9,0,8,2,73,8,2,18.80,8,1,992.6,8,1
2013/3/26,-2.2,8,1,2.0,8,1,5.5,8,2,,0,1,,0,1,,0,1,-3.0,8,2,2.5,0,8,1,3.7,0,8,2,80,8,2,13.14,8,1,997.6,8,1
2013/3/27,0.1,8,1,0.0,8,1,5.6,8,2,,0,1,,0,1,,0,1,0.2,8,2,0.0,0,8,1,8.2,0,8,2,66,8,2,18.88,8,1,1003.6,8,1
2013/3/28,0.9,8,1,8.0,8,1,0.8,8,2,,0,1,,0,1,,0,1,4.2,8,2,1.5,0,8,1,2.5,0,8,2,73,8,2,11.35,8,1,993.0,8,1
2013/3/29,1.1,8,1,0.0,8,1,3.2,8,2,,0,1,,0,1,,0,1,1.3,8,2,1.0,0,8,1,5.1,0,8,2,62,8,2,15.32,8,1,993.7,8,1
2013/3/30,-2.1,8,1,1.0,8,1,6.0,8,2,,0,1,,0,1,,0,1,-1.6,8,2,1.5,0,8,1,4.1,0,8,2,81,8,2,13.20,8,1,1000.2,8,1
2013/3/31,0.0,8,1,0.5,8,1,4.4,8,2,,0,1,,0,1,,0,1,-1.2,8,2,0.5,0,8,1,7.0,0,8,2,65,8,2,15.78,8,1,1002.0,8,1
2013/4/1,0.9,8,1,1.0,8,1,4.9,8,2,,0,1,,0,1,,0,1,-0.3,8,2,3.5,0,8,1,6.9,0,8,2,71,8,2,18.61,8,1,1002.3,8,1
2013/4/2,2.0,8,1,0.0,8,1,10.3,8,2,,0,1,,0,1,,0,1,2.1,8,2,0.0,0,8,1,0.5,0,8,2,77,8,2,8.40,8,1,1000.9,8,1
2013/4/3,2.6,8,1,0.0,8,1,8.1,8,2,,0,1,,0,1,,0,1,1.1,8,2,0.5,0,8,1,0.7,0,8,2,87,8,2,6.11,8,1,992.1,8,1
2013/4/4,3.2,8,1,3.5,8,1,5.0,8,2,,0,1,,0,1,,0,1,4.1,8,2,0.5,0,8,1,6.5,0,8,2,63,8,2,18.48,8,1,995.1,8,1
2013/4/5,1.5,8,1,0.0,8,1,7.0,8,2,,0,1,,0,1,,0,1,2.5,8,2,0,1,8,1,10.5,0,8,2,60,8,2,20.82,8,1,1002.1,8,1
2013/4/6,3.2,8,1,0.0,8,1,6.0,8,2,,0,1,,0,1,,0,1,4.8,8,2,0,1,8,1,8.5,0,8,2,66,8,2,18.81,8,1,994.6,8,1
2013/4/7,4.3,8,1,2.5,8,1,0.0,8,2,,0,1,,0,1,,0,1,6.8,8,2,2.5,0,8,1,0.0,0,8,2,76,8,2,5.45,8,1,967.1,8,1
2014/3/15,-6.0,8,1,0.5,8,1,5.5,8,2,,0,1,,0,1,,0,1,-3.5,8,2,0.0,0,8,1,5.0,0,8,2,77,8,2,13.67,8,1,996.3,8,1
2014/3/16,-2.9,8,1,0.0,8,1,4.8,8,2,,0,1,,0,1,,0,1,-2.1,8,2,0.0,0,8,1,3.6,0,8,2,74,8,2,13.08,8,1,997.6,8,1
2014/3/17,-0.7,8,1,0.0,8,1,9.0,8,2,,0,1,,0,1,,0,1,-0.8,8,2,0.0,0,8,1,6.9,0,8,2,66,8,2,17.34,8,1,1002.4,8,1
2014/3/18,-1.2,8,1,1.0,8,1,0.0,8,2,,0,1,,0,1,,0,1,-1.6,8,2,16.5,0,8,1,0.0,0,8,2,87,8,2,3.60,8,1,989.4,8,1
2014/3/19,-3.2,8,1,0.0,8,1,10.7,8,2,,0,1,,0,1,,0,1,-2.0,8,2,0.0,0,8,1,8.3,0,8,2,66,8,2,17.92,8,1,1000.1,8,1
2014/3/20,-4.4,8,1,0.0,8,1,9.5,8,2,,0,1,,0,1,,0,1,-3.5,8,2,0,1,8,1,8.2,0,8,2,69,8,2,17.91,8,1,999.8,8,1
2014/3/21,-3.3,8,1,0.0,8,1,1.3,8,2,,0,1,,0,1,,0,1,-3.1,8,2,0.0,0,8,1,0.0,0,8,2,70,8,2,7.40,8,1,986.3,8,1
2014/3/22,-5.7,8,1,0.5,8,1,3.2,8,2,,0,1,,0,1,,0,1,-3.2,8,2,0.5,0,8,1,7.6,0,8,2,67,8,2,18.10,8,1,993.7,8,1
2014/3/23,-2.5,8,1,0.5,8,1,4.6,8,2,,0,1,,0,1,,0,1,-2.7,8,2,0.0,0,8,1,7.6,0,8,2,66,8,2,16.24,8,1,1000.0,8,1
2014/3/24,4.0,8,1,0.0,8,1,10.3,8,2,,0,1,,0,1,,0,1,1.8,8,2,0,1,8,1,10.3,0,8,2,60,8,2,20.23,8,1,995.9,8,1
2014/3/25,4.4,8,1,0.0,8,1,1.3,8,2,,0,1,,0,1,,0,1,4.2,8,2,0,1,8,1,4.6,0,8,2,71,8,2,13.82,8,1,988.5,8,1
2014/3/26,1.6,8,1,0.0,8,1,7.1,8,2,,0,1,,0,1,,0,1,4.1,8,2,0,1,8,1,8.9,0,8,2,74,8,2,17.43,8,1,993.8,8,1
2014/3/27,3.2,8,1,0.0,8,1,11.2,8,2,,0,1,,0,1,,0,1,2.6,8,2,0,1,8,1,7.9,0,8,2,72,8,2,18.06,8,1,996.2,8,1
2014/3/28,5.8,8,1,7.5,8,1,2.8,8,2,,0,1,,0,1,,0,1,4.9,8,2,4.0,0,8,1,7.7,0,8,2,68,8,2,16.68,8,1,993.7,8,1
2014/3/29,4.0,8,1,0.0,8,1,11.0,8,2,,0,1,,0,1,,0,1,5.7,8,2,0.5,0,8,1,10.2,0,8,2,69,8,2,19.36,8,1,995.2,8,1
2014/3/30,1.9,8,1,0.0,8,1,9.2,8,2,,0,1,,0,1,,0,1,2.3,8,2,0.5,0,8,1,4.3,0,8,2,68,8,2,14.28,8,1,993.6,8,1
2014/3/31,0.4,8,1,0.0,8,1,8.5,8,2,,0,1,,0,1,,0,1,0.9,8,2,2.0,0,8,1,2.5,0,8,2,80,8,2,9.81,8,1,986.1,8,1
2014/4/1,-0.4,8,1,0.0,8,1,9.9,8,2,,0,1,,0,1,,0,1,2.1,8,2,0.0,0,8,1,7.7,0,8,2,63,8,2,18.13,8,1,996.0,8,1
2014/4/2,0.2,8,1,0.0,8,1,9.1,8,2,,0,1,,0,1,,0,1,2.2,8,2,0,1,8,1,9.8,0,8,2,61,8,2,19.83,8,1,1003.7,8,1
2014/4/3,2.1,8,1,6.0,8,1,1.6,8,2,,0,1,,0,1,,0,1,4.5,8,2,1.0,0,8,1,1.7,0,8,2,78,8,2,9.62,8,1,996.4,8,1
